Hán Tự,Pinyin,Nghĩa 1,Hán Việt,Nghĩa 2
剪,jiǎn,cắt; kéo,,
早饭,zǎofàn,bữa sáng,,
中医,zhōngyī,trung y,,
中药,zhōngyào,thuốc trung,,
招,zhāo,"chiêu, tuyển gọi; vẫy gọi",,
电影院,diànyǐngyuàn,rạp chiếu phim,,
存钱,cún qián,nộp tiền,,
稍等,shāo děng,đợi chút,,
电视台,diànshìtái,đài truyền hình,,
打球,dǎqiú,đánh banh,,
空,kōng,trống; không; lúc rảnh,,
家人,jiārén,người nhà,,
出版社,chūbǎn shè,nhà xuất bản,,
公交站,gōngjiāo zhàn,trạm giao thông công cộng,,
麻辣,málà,tương ớt; sa tế,,
商场,shāngchǎng,"siêu thị, thương trường",,
阅览室,yuèlǎn shì,phòng đọc; phòng đọc sách,,
设计师,shèjì shī,nhà thiết kế,,
厂长,chǎng zhǎng,xưởng trưởng; quản đốc,,
纸,zhǐ,giấy,,
打通,dǎtōng,làm thông; thông; đả thông,,
中奖,zhòngjiǎng,trúng thưởng,,
研发,yánfā,nghiên phát (nghiên cứu phát triển); R&D,,
清谈,qīngtán,bàn suông; tán dóc,,
邮寄,yóujì,gửi qua bưu điện,,
送货,sòng huò,gửi hàng; giao hàng,,
网上银行,wǎngshàng yínháng,ngân hàng điện tử,,
汽车,qìchē,xe hơi,,
修理店,xiūlǐ diàn,tiệm sửa chữa,,
续集,xùjí,liên tập,,
功夫片,gōngfūpiàn,phim võ thuật; phim kungfu,,
人力,rénlì,nhân lực,,
分期付款,fēnqí fùkuǎn,thanh toán phân kỳ; trả góp,,
定金,dìngjīn,tiền đặt cọc,,
签合同,qiān hétóng,ký hợp đồng,,
升级,shēngjí,nâng cấp,,
上座,shàngzuò,ghế trên; chỗ ở trên,,
中奖,zhòngjiǎng,trúng thưởng,,
订票,dìng piào,đặt vé,,
会场,huìchǎng,hội trường,,
公共,gōnggòng,công cộng,,
含有,hányǒu,"đựng chứa, chứa; bao hàm, gồm có",,
大量,dàliàng,lượng lớn; đại lượng,,
餐,cān,bữa ăn,,
路口,lùkǒu,"giao lộ, đường giao",,
答道,dá dào,đáp lại,,
领,lǐng,"lãnh(lĩnh); chiếm lĩnh, lĩnh hội",,
警官,jǐngguān,"cảnh quan, sở cảnh sát",,
偷,tōu,"ăn trộm, ăn cắp",,
甲骨文,jiǎgǔwén,Giáp Cốt Văn,,
际,jì,1. thời gian; thời; lúc; 2. bên trong; ở trong; trong,,
周围 ,zhōuwéi,"xung quanh, chu vi",,
衬托,chèntuō,tôn lên; làm nổi lên; ,,
封,fēng,phong (thư),,
初恋,chūliàn,"tình đầu, mối tình đầu",,
签名,qiānmíng,"kí tên, chữ ký",,
笑容,xiàoróng,nụ cười,,
才艺,cáiyì,tài nghệ,,
足迹,zújì,dấu chân; vết chân,,
泪,lèi,"Lệ, nước mắt",,
急,jí,"gấp, Cấp",,
诚意,chéngyì,thành ý,,
秒钟,miǎo zhōng,giây,,
自恋,zì liàn,tự kỷ; tính tự yêu mình,,
无所谓,wúsuǒwèi,sao cũng được,,
余额,yú'é,"số dư, số còn lại",,
句话,jù huà,"câu nói, câu thoại",,
辈子,bèizi,cuộc đời; đời,,
怪,guài,"quái, kỳ lạ",,
修车,xiū chē,sửa xe,,
职工,zhígōng,"chức công, công nhân viên chức",,
阅读室,yuèdú shì,phòng đọc sách,,
宴会厅,yànhuì tīng,"phòng yến tiệc, phòng tiệc",,
喷嚏,pēntì,hắt xì; hắt hơi,,
午餐,wǔcān,bữa cơm trưa,,
靠,kào,"dựa; tựa, nhờ vào",,
举手,jǔ shǒu,giơ tay,,
病,bìng,bệnh,,
阅览,yuèlǎn,xem; đọc (sách báo),,
惰怠,duò dài,"lười nhác, lười biếng",,
弊,bì,lừa đảo dối trá; lỗi; hại; khuyết điểm; thói xấu; chỗ hỏng; chỗ có hại,,
刺刀,cìdāo,lưỡi lê,,
芯片,Xīnpiàn,con chip,,
批示,pīshì,phê chỉ thị; duyệt; phê duyệt,,
广东,guǎngdōng,Quảng Đông,,
佛山,fúshān,Phật Sơn,,
谈恋爱,tán liàn'ài,"yêu đương, quen nhau (tình yêu)",,
纸巾,zhǐjīn,khăn giấy,,
类型,lèixíng,loại hình,,
惊喜,jīngxǐ,kinh ngạc vui mừng; Kinh Hỉ,,
过世,guòshì,qua đời,,
感触,gǎnchù,cảm xúc; xúc cảm,,
挤满,Jǐ mǎn,dồn đầy,,
喊道,hǎn dào,"la, quát, kêu, gọi",,
嗓音,sǎngyīn,giọng hát; giọng nó,,
曲,qū,"khúc, ca khúc",,
逛逛,guàng guàng,đi dạo; đi bách bộ,,
路费,lùfèi,lộ phí,,
归,guī,"quy, trở về, trả về",,
图纸,túzhǐ,"bản vẽ, giấy đã vẽ",,
漆黑,qīhēi,đen kịt; đen nhánh,,
愣,lèng zhù,sững sờ; ngây; sững; ngẩn,,
神,shén,thần; thần linh; tinh thần,,
返回,fǎnhuí,"trở về, phản hồi",,
同伴,tóngbàn,bạn; đồng nghiệp,,
诺,nuò,đồng ý; cho phép; ừ; vâng; dạ,,
苦肉计,kǔròujì,khổ nhục kế,,
压,yā,"ép, áp",,
手臂,shǒubì,cánh tay,,
冲向,chōng xiàng,xông tới ,,
盒饭,héfàn,hộp cơm,,
既,jì,đã; phàm; đã ... Thì,,
推掉,tuī diào,đẩy ngã,,
气质,qìzhí,khí chất,,
民情,mínqíng,dân tình; tình cảnh của dân,,
民风,mínfēng,"dân phong, phong cảnh đời dân",,
本地,běndì,bản địa,,
获取,huòqǔ,thu được; được,,
三思而后行,sān sī ér hòu xíng,suy nghĩ ba lần rồi hẳn làm,,
摸,mó,"sờ, mò; lần mò; tìm kiếm",,
清新,qīngxīn,trong lành; trong sạch,,
明亮,míngliàng,"sáng ngời, sáng sủa; sáng rực",,
总体,zǒngtǐ,tổng thể,,
花木兰,Huā mùlán,Hoa Mộc Lan,,
曹操,Cáocāo,Tào Tháo,,
农夫,nóngfū,nông phu; người làm ruộng,,
撞车,zhuàngchē,"đụng xe, tông xe",,
高傲,gāo'ào,cao ngạo,,
受惊,shòujīng,"hoảng sợ; giật mình, kinh hãi",,
定神,dìngshén,định thần,,
脸色,liǎnsè,sắc mặt,,
劝说,quànshuō,"khuyên nói, khuyên thuyết; khuyên giải",,
言行,yánxíng,"ngôn hành, lời nói và việc làm",,
祸,huò,hoạ; tai hoạ,,
尊,zūn,"tôn, quý",,
指出,zhǐchū,chỉ ra,,
佳,jiā,"đẹp; tốt; hay, 美，好",,
主妇,zhǔfù,"bà chủ nhà, bà chủ",,
家务活儿,jiāwù huó er,công việc nhà,,
斧子,fǔzi,búa; rìu,,
凿,záo,đục lỗ; đào lỗ,,
简易,jiǎnyì,giản dị; giản đơn,,
始料不及,shǐ liào bùjí,(đã chuẩn bị trước nhưng khi đối mặt lại phát sinh việc ngoài ý muốn),,
束手无策,shù shǒu wú cè,(bó tay),,
挑战性,tiǎozhàn xìng,tính thử thách,,
强,qiáng,"cường, mạnh, khỏe",,
登门,dēngmén,đến nhà,,
后辈,hòubèi,"hậu bối, lớp sau, thế hệ sau",,
忍,rěn,"nhẫn, nhịn",,
伯父,bófù,"bác phụ, bác trai (anh của cha)",,
无名小卒,wúmíngxiǎozú,(người không có danh vọng và địa vị),,
逐客令,zhúkèlìng,lệnh đuổi khách,,
冷遇,lěngyù,"lạnh nhạt, thờ ơ (đối xử)",,
算有,suàn yǒu,"được xem là, tính là có",,
胸襟,xiōngjīn,lòng dạ; tấm lòng,,
山峰,shānfēng,"đỉnh núi, chóp núi",,
顾,gù,"cố, nhìn, chú ý, thăm viếng",,
疾驶,jíshǐ,"chạy nhanh, lướt nhanh",,
离谱,lípǔ,"không tuân theo chuẩn mực, ko hợp thói",,
爽,shuǎng,"sảng (sảng khoái); ngay thẳng, trong sáng",,
掌管,zhǎngguǎn,chưởng quản; quản lý; chủ trì,,
毫无办法,háo wú bànfǎ,"(không thể làm được, không cách gì)",,
上学,shàngxué,đi học,,
登,dēng,"leo, bước lên; đăng (báo), nêu",,
饮,yǐn,"uống, đồ uống",,
逐步加深,zhúbù jiāshēn,dần dần hiểu sâu hơn,,
谜,mí,"câu đố, ẩn ngữ",,
繁多,fánduō,"nhiều, phong phú, đa dạng",,
存活,cúnhuó,tồn tại và sinh sống,,
巢穴,cháoxué,"hang ổ, sào huyệt",,
辽,liáo,"Liêu (thời đại); xa, xa xôi",,
清朝,qīngcháo,triều Thanh,,
富有,fùyǒu,giàu có,,
修补,xiūbǔ,"tu bổ, vá",,
摸爬滚打,mō pá gǔn dǎ,(trải qua vô vàn tôi luyện gian nan),,
告终,gàozhōng,"cáo chung, kết thúc, tuyên bố kết thúc",,
报亭,bàotíng,tiệm bán báo; ki-ốt bán báo,,
猛,měng,"mãnh, mãnh liệt, mạnh mẽ",,
李嘉诚,lǐjiāchéng,Lý Gia Thành,,
总能,zǒng néng,luôn có thể,,
纽约,niǔyuē,New York,,
前辈,qiánbèi,"tiền bối, đàn anh",,
主编,zhǔbiān,Chủ biên,,
补票,bǔpiào,mua vé bổ sung,,
散,sàn,"tan, tản ra, tỏa ra",,
布料,bùliào,chất liệu vải,,
转播,zhuǎnbò,"tiếp sóng, chuyển tiếp",,
导师,dǎoshī,"người hướng dẫn, thầy",,
抽出,chōuchū,"rút ra, dành ra",,
湖,hú,"hồ, ao",,
只限,zhǐ xiàn,"chỉ hạn, chỉ hạn chế",,
复印件,fùyìn jiàn,bản photo,,
原件,yuánjiàn,"bản nguyên, bản chính",,
公交卡,gōngjiāo kǎ,thẻ xe buýt,,
充,chōng,nạp; đầy đủ,,
自助,zìzhù,"tự trợ, tự giúp  mình",,
充值机,chōngzhí jī,máy nạp điểm,,
充电,chōngdiàn,"sạc pin, nạp điện",,
折扣,zhékòu,"chiết khấu, giảm giá",,
扭,niǔ,"1. vặn; 2. sái, trật",,
之内,zhī nèi,nội trong,,
深入,shēnrù,"thâm nhập, sâu sắc",,
拦住,lánzhù,ngăn cản,,
厨师,chúshī,đầu bếp,,
小学,xiǎoxué,tiểu học,,
店,diàn,"tiệm, quán",,
前,qián,"trước, tiền",,
汽车站,qìchē zhàn,trạm xe,,
见到,jiàn dào,"thấy được, gặp dc",,
干活,gàn huó,làm việc,,
情人节,qíngrén jié,lễ tình nhân,,
握,wò,"nắm, bắt, cầm",,
长跑,chángpǎo,chạy đường dài,,
收集,shōují,"thu thập, thu gom",,
丑闻,chǒuwén,tin xấu,,
慌乱,huāngluàn,hoảng loạn,,
亲人,qīnrén,người thân,,
转到,zhuǎn dào,chuyển đến,,
猎狗,liègǒu,chó săn,,
击中,jí zhòng,bắn trúng,,
围,wéi,"vây, bao vây, xung quanh",,
凶,xiōng,"hung, dữ, xấu",,
甩,shuǎi,"vung, vẫy; ném, bỏ mặc",,
命,mìng,"mệnh, mạng",,
潜能,qiánnéng,tiềm năng,,
正如,zhèngrú,"cũng như, chính như",,
心理学,xīnlǐ xué,tâm lý học,,
沉睡,chénshuì,"ngủ say, ngủ ngon",,
断,duàn,"đứt, đứt đoạn; chặn, chặn lại",,
偷偷,tōutōu,lén lén,,
捉,zhuō,"cầm, nắm; bắt, tóm",,
敢于,gǎnyú,"dám, có quyết tâm, có dũng khí",,
快捷,kuàijié,"nhanh nhẹn, lẹ làng, đường tắt",,
日前,rìqián,"mấy ngày trước, hôm trước",,
问卷,wènjuàn,bảng câu hỏi,,
市民,shìmín,"thị dân, người dân thành phố",,
仍,réng,"vẫn; dựa vào, dựa theo",,
坚守,jiānshǒu,giữ vững,,
从不,cóng bù,từ không; từ trước đến nay ko,,
明了,míngliǎo,"hiểu rõ; rõ ràng, minh bạch",,
广告,guǎnggào,quảng cáo,,
屏幕,píngmù,"màn hình, mành ảnh quang",,
后遗症,hòuyízhèng,"di chứng, dị tật; để lại hậu quả",,
捧,pěng,"nâng, bê; bốc, nắm",,
取代,qǔdài,thay thế địa vị,,
损害,sǔnhài,tổn hại,,
树枝,shùzhī,cành cây,,
裤腿,kùtuǐ,"ống quần, chân quần",,
线绳,xiàn shéng,thừng bằng sợi bông,,
绳,shéng,"thừng, dây thừng",,
麻袋,mádài,"bao tải, bao gai",,
皱巴,zhòu bā,nhăn nhúm,,
撅,juē,"cong, bĩu (môi); bẻ",,
不准,bù zhǔn,không được; không cho phép,,
针,zhēn,châm; kim; kim khâu,,
线绳,xiàn shéng,dây thừng,,
缝补,féngbǔ,may vá; khâu vá,,
贪,tān,"tham, tham lam; ham; mê",,
彩,cǎi,màu; màu sắc,,
红花,hóng huā,hoa hồng,,
皱巴巴,zhòu bābā,nhiều nếp nhăn; dúm dó,,
顺其自然,shùn qí zìrán,thuận theo tự nhiên,,
宽容,kuānróng,khoan dung,,
充满,chōngmǎn,"tràn đầy, lấp kín",,
创造力,chuàngzào lì,sức sáng tạo,,
山洞,shāndòng,sơn động,,
弄破,nòng pò,"làm bể, làm nát",,
看似,kàn shì,"xem giống như, trông tựa như",,
进度,jìndù,tiến độ,,
烦躁,fánzào,buồn bực; bực bội,,
出错,chūcuò,"làm lỗi, phạm sai lầm",,
必备,bì bèi,cần thiết; thiết yếu,,
无私,wúsī,"vô tư, không vự lợi",,
成就感,chéngjiù gǎn,cảm giác thành tựu,,
人际,rénjì,nhân thế,,
迎头,yíngtóu,"đón đầu, chặn đầu",,
随口,suíkǒu,tùy miệng; nói thiếu suy nghĩ,,
快餐,kuàicān,"fastfood, thức ăn nhanh",,
不久,bùjiǔ,không lâu sau; ngay sau đó,,
问道,wèn dào,hỏi rằng,,
谈话,tánhuà,"đàm thoại, nói chuyện; trò chuyện",,
传染病,chuánrǎn bìng,bệnh truyền nhiễm,,
计算机,jìsuànjī,"máy tính, máy vi tính",,
网友,wǎngyǒu,"người dùng trên mạng, netizen",,
有害,yǒuhài,có hại,,
饮酒,yǐnjiǔ,"uống rượu, ẩm tửu",,
坏处,huàichu,"chỗ xấu, điều có hại",,
虫,chóng,"sâu, Trùng",,
放进,fàng jìn,bỏ vào,,
回声,huíshēng,"tiếng vọng lại, hồi thanh",,
冷漠,lěngmò,"lạnh nhạt, thờ ơ",,
实际,shíjì,thực tế,,
菜系,càixì,"hệ món ăn, từ điển món ăn",,
淮,huái,"Hoài, sông Hoài",,
粤,yuè,"Việt (chỉ 2 tỉnh Quảng Đông, Quảng Tây)",,
正宗,zhèngzōng,chính tông,,
成都,chéngdū,Thành Đô,,
菜肴,càiyáo,"thức ăn, món ăn",,
抬头,táitóu,ngẩng đầu,,
龙舟,lóngzhōu,thuyền rồng,,
喜庆,xǐqìng,"ăn mừng, việc đáng mừng",,
划,huà,"chèo, bơi",,
略,lüè,"lược, sách lược, sơ lược, xâm lược",,
汉族,hànzú,Hán tộc,,
端午,duānwǔ,Đoan Ngọ,,
特有,tèyǒu,đặc biệt có,,
长沙,zhǎngshā,Trường Sa,,
出土,chūtǔ,"khai quật, đào được (đồ cổ)",,
汉代,hàndài,"Hán đại, triều đại Hán",,
彩色,cǎisè,"màu, màu sắc",,
帛,bó,"lụa, bạch; tơ lụa",,
绘制,huìzhì,vẽ,,
广西,guǎngxī,Quảng Tây,,
交界,jiāojiè,"giao giới, giáp giới",,
河流,héliú,sông ngòi,,
城镇,chéngzhèn,"thành trấn, thành phố và thị trấn",,
用于,yòng yú,dùng vào,,
汉朝,hàn cháo,Hán triều,,
火星,huǒxīng,"Hỏa Tinh, sao Hỏa",,
坚信,jiānxìn,"kiên tín, tin chắc",,
登上,dēng shàng,bước lên,,
家园,jiāyuán,vườn nhà; quê hương,,
太阳系,tàiyángxì,Thái Dương Hệ,,
行星,xíngxīng,hành tinh,,
相像,xiāngxiàng,"tương tượng, giống nhau",,
山水,shānshuǐ,Sơn Thủy,,
花鸟,huāniǎo,Hoa Điêu,,
融为,róng wèi,"hòa thành, dung hòa thành",,
不解,bù jiě,"bất giải, khó hiểu, không lời giải",,
不知所措,bùzhī suǒ cuò,không biết phải làm sao; luống cuống; bối rối,,
闹,nào,"Náo, ồn ào; cãi nhau, tỏ ra; thể hiện",,
流逝,liúshì,"trôi qua, qua đi",,
满足感,mǎnzú gǎn,thỏa mãn cảm; cảm thấy hài lòng,,
烧,shāo,"đốt, đun; thiêu",,
墙角,qiángjiǎo,góc tường; xó nhà,,
灶,zào,"bếp, lò, Táo (ông Táo)",,
柴火,cháihuǒ,củi lửa,,
枯,kū,khô (cây cối),,
装满,zhuāng mǎn,chứa đầy,,
柴,chái,củi,,
点火,diǎnhuǒ,"châm lửa, nhóm lửa; gây sự",,
摇头,yáotóu,lắc đầu,,
若,ruò,"1. nếu như, nếu; 2. dường như, như",,
删,shān,"xóa, cắt",,
挂怀,guàhuái,lo lắng; lo âu,,
捡拾,jiǎnshí,lục tìm; tìm kiếm,,
坏处,huàichu,"chỗ xấu, điều có hại",,
之间,zhī jiān,"ở giữa, trong thời gian đó",,
安稳,ānwěn,an vững; vững chắc an toàn,,
占用,zhànyòng,chiếm dụng,,
穿过,chuānguò,"đi qua, băng qua, vượt qua",,
富翁,fùwēng,"phú ông, nhà giàu",,
破烂,pòlàn,"rách nát, tả tơi",,
凳子,dèngzǐ,băng ghế; ghế,,
酒店,jiǔdiàn,khách sạn,,
如愿以偿,rúyuànyǐcháng,toại nguyện; Như Nguyện Dĩ Thường,,
支付,zhīfù,chi trả,,
搬出,bānchū,dọn ra,,
妙不可言,miào bùkě yán,Diệu Bất Khả Ngôn,,
无风不起浪,,Vô Phong Bất Khởi Lãng; ko có lửa sao có khói,,
不共戴天,,,,
不折不扣,,,,
不劳而获,,,,
无忧无虑,,,,
无家可归,,,,
不假思索,,,,
非亲非故,,,,
无师不通,,,,
摇旗呐喊,,,,
摇唇鼓舌,,,,
孤行已见,,,,
装模做样,,,,
垂手而得,,,,
为人作嫁,,,,
众口难调,,,,
一劳永逸,,,,
为人作嫁,,,,
不痛不痒,,,,
好心不得好报,,,,
脚踏实地,,,,
出洋相,,,,
不打自招,,,,
嫁鸡随鸡,,,,
嫁狗随狗,,,,
以小人之心，度裙子制腹,,,,
以毒攻毒,,,,
以身作则,,,,
截长补短,,,,
恩将仇报,,,,
以德报怨,,,,
取长补短,,,,
以卵投石,,,,
好为人师,,,,
扶摇直上,,,,
一目了然,,,,
何时,hé shí,khi nào; lúc nào,,
叉,chā,nĩa; cái xiên,,
冶铁,yě tiě,luyện/nấu thép,,
猎,liè,săn; săn bắn; săn bắt;,,
朝鲜,cháoxiǎn,Triều Tiên,,
新加坡,xīnjiāpō,Xin-ga-po; Singapore,,
宣纸,xuānzhǐ,giấy Tuyên Thành,,
破损,pòsǔn,tàn phá; huỷ hoại; phá huỷ,,
观测,guāncè,quan trắc; đo; quan sát đo đạc,,
恒星,héngxīng,hằng tinh; định tinh,,
罕,hǎn,hiếm; ít; ít có,,
热身,rèshēn,làm nóng,,
构想,gòuxiǎng,cấu tứ; ý tứ; ý nghĩ; lối suy nghĩ,,
梳理,shūlǐ,chải vuốt sợi,,
不死药,bùsǐ yào,Thuốc Bất Tử,,
吞,tūn,nuốt; ngốn,,
取舍,qǔshě,lấy hay bỏ; chọn lựa; chọn lọc,,
毫不犹豫,háo bù yóuyù,không do dự,,
干脆果断,gāncuì guǒduàn,dứt khoát quả đoạn,,
室,shì,"phòng, Thất, buồng",,
面试者,ｍiànshì zhě,người phỏng vấn,,
热量,rèliàng,nhiệt lượng,,
舞会,wǔhuì,vũ hội; buổi liên hoan khiêu vũ,,
特价,tèjià,giá đặc biệt; giá rẻ đặc biệt,,
另,lìng,ngoài; khác,,
种植,zhòngzhí,trồng; trồng trọt,,
冰花,bīnghuā,"băng hoa, băng nhũ",,
闻名,wénmíng,nghe tiếng; nổi tiếng,,
今,jīn,"Kim, bây giờ; hiện tại",,
晃动,huàngdòng,"lắc lư, lay động; đu đưa",,
碗子,wǎn zi,"cái chén, cái bát",,
发出,fāchū,phát ra,,
异,yì,"khác; khác nhau, Dị",,
大体,dàtǐ,"đại thể; cơ bản, nguyên tắc",,
语无伦次,yǔwúlúncì,nói năng lộn xộn; nói năng không đầu không đuôi,,
属,shǔ,1.  loại; 2. thuộc; lệ thuộc,,
服饰,fúshì,phục sức; quần áo và trang sức,,
难以,nányǐ,khó mà,,
架,jià,cái giá; cái khung,,
筷,kuài,"đũa, cây đũa",,
杯,bēi,"ly, cốc",,
左,zuǒ,"trái, bên trái",,
春天,chūntiān,"ngày Xuân, mùa Xuân",,
饭菜,fàncài,"cơm, bữa cơm",,
杯,bēi,"ly, cốc",,
动物园,dòngwùyuán,"sở thú, Động Vật Viên",,
晴天,qíngtiān,"trời trong, trời quang",,
解,jiě,Giải,,
谢,xiè,Tạ,,
做饭,zuò fàn,"nấu cơm, nấu ăn",,
鲜花,xiānhuā,hoa tươi,,
下次,xià cì,lần sau,,
边,biān,"bên, phía",,
想起,xiǎngqǐ,nghĩ đến,,
男朋友,nán péngyǒu,bạn trai,,
怎么办,zěnme bàn,làm sao đây,,
咖啡馆,kāfēi guǎn,quán cà phê,,
歌,gē,"Ca, ca khúc, bài hát; ca hát",,
歌舞,gēwǔ,"Ca Vũ, ca hát và nhảy múa",,
名人,míngrén,người nổi tiếng,,
放开,fàng kāi,"bỏ ra, bỏ đi",,
走动,zǒudòng,đi lại; đi đi lại lại,,
超,chāo,siêu,,
山路,shānlù,đường núi,,
秋天,qiūtiān,"mùa Thu, ngày Thu",,
段话,duàn huà,đoạn thoại,,
秋季,qiūjì,mùa Thu,,
总会,zǒng huì,luôn sẽ,,
汁,zhī,chất lỏng,,
须,xū,cần phải,,
中学,zhōngxué,trung học,,
画儿,huà er,"bức tranh, Họa",,
下课,xiàkè,tan học,,
板,bǎn,bảng,,
教师,jiàoshī,giáo viên,,
本子,běnzi,vở; tập; cuốn vở,,
草地,cǎodì,bãi cỏ; đồng cỏ,,
洗脸,xǐliǎn,rửa mặt,,
关门,guānmén,đóng cửa,,
陈,chén,"Trần, họ Trần (tên)",,
收到,Shōu dào,"nhận được, nhận",,
较为,jiàowéi,vừa phải; tương đối,,
该,gāi,"nên, phải",,
舞,wǔ,"vũ, khiêu vũ; điệu múa, múa",,
钱包,qiánbāo,"ví, bóp; túi tiền",,
部,bù,Bộ,,
乘客,chéngkè,"hành khách (đi tàu, xe, máy bay)",,
乘车,chéng chē,,,
环保,huánbǎo,bảo vệ môi trường,,
马路,mǎlù,"đường cái, đường ô-tô",,
停车场,tíngchē chǎng,"bãi đậu xe, bãi đỗ xe",,
车位,chēwèi,chỗ để xe,,
新婚,xīnhūn,Tân Hôn,,
稍息,shāo xí,tin tức,,
管理者,guǎnlǐ zhě,"nhà quản lý, người quản lý",,
受,shòu,nhận,,
费,fèi,phí,,
直走,zhí zǒu,đi thẳng,,
总数,zǒngshù,tổng số,,
孙,sūn,Tôn (họ người),,
中秋,zhōngqiū,Trung Thu,,
丽江,lìjiāng,Lệ Giang,,
排,pái,hàng,,
得名,dé míng,"đắc danh, được nổi tiếng",,
好喝,hǎo hē,ngon (uống),,
咖啡店,kāfēi diàn,"tiệm cà phê, quán cà phê",,
动,dòng,"đụng, động",,
地儿,dì er,"địa điểm, chỗ",,
客气,kèqì,"khách khí, khách sáo",,
后天,hòutiān,ngày mốt,,
恩爱,ēn'ài,"ân ái, đằm thắm (vợ chồng)",,
入围,rùwéi,vượt qua vòng sơ tuyển,,
评委,píngwěi,ban giám khảo,,
自杀,zìshā,tự sát,,
相敬如宾,xiāngjìngrúbīn,tương kính như tân,,
暗暗,àn'àn,"thầm, ngấm ngầm",,
歪歪扭扭,wāiwāiniǔniǔ,"xiêu quẹo, nguệch ngoạc",,
半夜,bànyè,"nửa đêm, nửa hôm",,
叮,dīng,"đốt, chích",,
老婆,lǎopó,vợ,,
患难与共,huànnànyǔgòng,hoạn nạn có nhau,,
临,lín,"sắp, gần",,
